period_start,state_code,state_name,species_group,drug_id,drug_name,amu_mg,treatment_count
2024-04-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,9389733.0,4695
2024-04-01,GJ,Gujarat,poultry,amox,Amoxicillin,5110586.8,3407
2024-04-01,GJ,Gujarat,poultry,enro,Enrofloxacin,2245647.6,4491
2024-04-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,5360191.5,2680
2024-04-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,3033455.5,2022
2024-04-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1085113.7,2170
2024-04-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,13938889.0,6969
2024-04-01,RJ,Rajasthan,dairy,amox,Amoxicillin,9534193.0,6356
2024-04-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,3417812.1,6836
2024-04-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,11515288.9,5758
2024-04-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7798373.8,5199
2024-04-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,3454327.2,6909
2024-04-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,6450581.1,3225
2024-04-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,2871642.4,1914
2024-04-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1571777.0,3144
2024-04-01,PB,Punjab,dairy,oxy,Oxytetracycline,10933273.0,5467
2024-04-01,PB,Punjab,dairy,amox,Amoxicillin,6921873.4,4615
2024-04-01,PB,Punjab,dairy,enro,Enrofloxacin,3157854.5,6316
2024-04-01,PB,Punjab,poultry,oxy,Oxytetracycline,6856059.2,3428
2024-04-01,PB,Punjab,poultry,amox,Amoxicillin,4976769.6,3318
2024-04-01,PB,Punjab,poultry,enro,Enrofloxacin,2291178.9,4582
2024-04-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,3582192.7,1791
2024-04-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2990097.4,1993
2024-04-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1104901.8,2210
2024-04-01,KA,Karnataka,dairy,oxy,Oxytetracycline,8643703.5,4322
2024-04-01,KA,Karnataka,dairy,amox,Amoxicillin,4600356.4,3067
2024-04-01,KA,Karnataka,dairy,enro,Enrofloxacin,2157181.5,4314
2024-04-01,KA,Karnataka,poultry,oxy,Oxytetracycline,7019282.5,3510
2024-04-01,KA,Karnataka,poultry,amox,Amoxicillin,3973006.2,2649
2024-04-01,KA,Karnataka,poultry,enro,Enrofloxacin,1624689.7,3249
2024-04-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3208321.7,1604
2024-04-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1747416.9,1165
2024-04-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,770444.0,1541
2024-05-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,14937032.0,7469
2024-05-01,MH,Maharashtra,dairy,amox,Amoxicillin,9621668.1,6414
2024-05-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4148239.6,8296
2024-05-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,13094224.3,6547
2024-05-01,MH,Maharashtra,poultry,amox,Amoxicillin,8834451.3,5890
2024-05-01,MH,Maharashtra,poultry,enro,Enrofloxacin,4180294.4,8361
2024-05-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,6366081.6,3183
2024-05-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,3856004.1,2571
2024-05-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1744482.7,3489
2024-05-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,12001351.0,6001
2024-05-01,GJ,Gujarat,dairy,amox,Amoxicillin,6766122.2,4511
2024-05-01,GJ,Gujarat,dairy,enro,Enrofloxacin,3113669.7,6227
2024-05-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,11600017.1,5800
2024-05-01,GJ,Gujarat,poultry,amox,Amoxicillin,7074209.5,4716
2024-05-01,GJ,Gujarat,poultry,enro,Enrofloxacin,2800503.9,5601
2024-05-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,6185799.4,3093
2024-05-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,3001451.9,2001
2024-05-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,996486.5,1993
2024-05-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,16814575.7,8407
2024-05-01,RJ,Rajasthan,dairy,amox,Amoxicillin,8448279.6,5632
2024-05-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,3643365.3,7287
2024-05-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,15821434.4,7911
2024-05-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7178099.4,4785
2024-05-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,3044393.2,6089
2024-05-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,5517878.2,2759
2024-05-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3695472.3,2464
2024-05-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1706154.0,3412
2024-05-01,PB,Punjab,dairy,oxy,Oxytetracycline,10633437.3,5317
2024-05-01,PB,Punjab,dairy,amox,Amoxicillin,6339589.7,4226
2024-05-01,PB,Punjab,dairy,enro,Enrofloxacin,2153521.1,4307
2024-05-01,PB,Punjab,poultry,oxy,Oxytetracycline,7501315.2,3751
2024-05-01,PB,Punjab,poultry,amox,Amoxicillin,5988409.0,3992
2024-05-01,PB,Punjab,poultry,enro,Enrofloxacin,2306957.7,4614
2024-05-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,4791610.3,2396
2024-05-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2993496.5,1996
2024-05-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1152786.0,2306
2024-05-01,KA,Karnataka,dairy,oxy,Oxytetracycline,7973888.7,3987
2024-05-01,KA,Karnataka,dairy,amox,Amoxicillin,4627597.0,3085
2024-05-01,KA,Karnataka,dairy,enro,Enrofloxacin,1935725.8,3871
2024-05-01,KA,Karnataka,poultry,oxy,Oxytetracycline,6650419.2,3325
2024-05-01,KA,Karnataka,poultry,amox,Amoxicillin,4289176.2,2859
2024-05-01,KA,Karnataka,poultry,enro,Enrofloxacin,1809703.9,3619
2024-05-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3635726.7,1818
2024-05-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1970415.8,1314
2024-05-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,876934.1,1754
2024-06-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,15214260.3,7607
2024-06-01,MH,Maharashtra,dairy,amox,Amoxicillin,9410632.2,6274
2024-06-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4172622.4,8345
2024-06-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,12214302.8,6107
2024-06-01,MH,Maharashtra,poultry,amox,Amoxicillin,8089076.9,5393
2024-06-01,MH,Maharashtra,poultry,enro,Enrofloxacin,3203154.7,6406
2024-06-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,5818108.3,2909
2024-06-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,4310121.7,2873
2024-06-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,2011057.2,4022
2024-06-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,11058910.8,5529
2024-06-01,GJ,Gujarat,dairy,amox,Amoxicillin,7069363.0,4713
2024-06-01,GJ,Gujarat,dairy,enro,Enrofloxacin,3107464.9,6215
2024-06-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,12585062.9,6293
2024-06-01,GJ,Gujarat,poultry,amox,Amoxicillin,6719098.1,4479
2024-06-01,GJ,Gujarat,poultry,enro,Enrofloxacin,3105190.1,6210
2024-06-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,5578096.0,2789
2024-06-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,3084124.9,2056
2024-06-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1279766.5,2560
2024-06-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,12731268.1,6366
2024-06-01,RJ,Rajasthan,dairy,amox,Amoxicillin,8297775.6,5532
2024-06-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,3554420.7,7109
2024-06-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,15757130.5,7879
2024-06-01,RJ,Rajasthan,poultry,amox,Amoxicillin,10417423.2,6945
2024-06-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,3100627.7,6201
2024-06-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,7541054.2,3771
2024-06-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3961639.2,2641
2024-06-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1874920.5,3750
2024-06-01,PB,Punjab,dairy,oxy,Oxytetracycline,10247011.2,5124
2024-06-01,PB,Punjab,dairy,amox,Amoxicillin,5164321.6,3443
2024-06-01,PB,Punjab,dairy,enro,Enrofloxacin,2791321.4,5583
2024-06-01,PB,Punjab,poultry,oxy,Oxytetracycline,9520821.9,4760
2024-06-01,PB,Punjab,poultry,amox,Amoxicillin,5840637.8,3894
2024-06-01,PB,Punjab,poultry,enro,Enrofloxacin,2226233.3,4452
2024-06-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,4711719.3,2356
2024-06-01,PB,Punjab,small_ruminants,amox,Amoxicillin,3200919.6,2134
2024-06-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1216742.7,2433
2024-06-01,KA,Karnataka,dairy,oxy,Oxytetracycline,7858442.7,3929
2024-06-01,KA,Karnataka,dairy,amox,Amoxicillin,4798927.2,3199
2024-06-01,KA,Karnataka,dairy,enro,Enrofloxacin,2117271.7,4235
2024-06-01,KA,Karnataka,poultry,oxy,Oxytetracycline,7171237.2,3586
2024-06-01,KA,Karnataka,poultry,amox,Amoxicillin,3852595.4,2568
2024-06-01,KA,Karnataka,poultry,enro,Enrofloxacin,2020194.7,4040
2024-06-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3571831.7,1786
2024-06-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,2499403.2,1666
2024-06-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,942936.2,1886
2024-07-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,19338549.2,9669
2024-07-01,MH,Maharashtra,dairy,amox,Amoxicillin,12322287.5,8215
2024-07-01,MH,Maharashtra,dairy,enro,Enrofloxacin,5724554.1,11449
2024-07-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,18256220.8,9128
2024-07-01,MH,Maharashtra,poultry,amox,Amoxicillin,9249129.3,6166
2024-07-01,MH,Maharashtra,poultry,enro,Enrofloxacin,3754348.1,7509
2024-07-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,8984099.7,4492
2024-07-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,4511851.0,3008
2024-07-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,2048763.2,4098
2024-07-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,14209554.8,7105
2024-07-01,GJ,Gujarat,dairy,amox,Amoxicillin,8923593.4,5949
2024-07-01,GJ,Gujarat,dairy,enro,Enrofloxacin,3186761.0,6374
2024-07-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,9243132.6,4622
2024-07-01,GJ,Gujarat,poultry,amox,Amoxicillin,5290807.9,3527
2024-07-01,GJ,Gujarat,poultry,enro,Enrofloxacin,2382189.7,4764
2024-07-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,5626511.6,2813
2024-07-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,3476309.0,2318
2024-07-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1717784.8,3436
2024-07-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,20825390.1,10413
2024-07-01,RJ,Rajasthan,dairy,amox,Amoxicillin,10300613.2,6867
2024-07-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4747031.9,9494
2024-07-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,13876577.3,6938
2024-07-01,RJ,Rajasthan,poultry,amox,Amoxicillin,8542049.5,5695
2024-07-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,3604529.7,7209
2024-07-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,8242363.4,4121
2024-07-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,4557545.2,3038
2024-07-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,2100921.0,4202
2024-07-01,PB,Punjab,dairy,oxy,Oxytetracycline,11500457.0,5750
2024-07-01,PB,Punjab,dairy,amox,Amoxicillin,7887556.8,5258
2024-07-01,PB,Punjab,dairy,enro,Enrofloxacin,3987653.5,7975
2024-07-01,PB,Punjab,poultry,oxy,Oxytetracycline,10238913.2,5119
2024-07-01,PB,Punjab,poultry,amox,Amoxicillin,6952345.7,4635
2024-07-01,PB,Punjab,poultry,enro,Enrofloxacin,2464219.4,4928
2024-07-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,5686163.8,2843
2024-07-01,PB,Punjab,small_ruminants,amox,Amoxicillin,3244289.5,2163
2024-07-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1287917.3,2576
2024-07-01,KA,Karnataka,dairy,oxy,Oxytetracycline,8763888.1,4382
2024-07-01,KA,Karnataka,dairy,amox,Amoxicillin,6017366.0,4012
2024-07-01,KA,Karnataka,dairy,enro,Enrofloxacin,2118110.7,4236
2024-07-01,KA,Karnataka,poultry,oxy,Oxytetracycline,7820273.3,3910
2024-07-01,KA,Karnataka,poultry,amox,Amoxicillin,4933467.1,3289
2024-07-01,KA,Karnataka,poultry,enro,Enrofloxacin,1851525.5,3703
2024-07-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3821676.3,1911
2024-07-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,2496410.7,1664
2024-07-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,928772.1,1858
2024-08-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,23129469.5,11565
2024-08-01,MH,Maharashtra,dairy,amox,Amoxicillin,10470707.9,6980
2024-08-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4954910.9,9910
2024-08-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,11688606.4,5844
2024-08-01,MH,Maharashtra,poultry,amox,Amoxicillin,7522272.1,5015
2024-08-01,MH,Maharashtra,poultry,enro,Enrofloxacin,4020095.2,8040
2024-08-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,8610812.3,4305
2024-08-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,4445139.5,2963
2024-08-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1627933.4,3256
2024-08-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,10799729.7,5400
2024-08-01,GJ,Gujarat,dairy,amox,Amoxicillin,8791712.2,5861
2024-08-01,GJ,Gujarat,dairy,enro,Enrofloxacin,4612047.9,9224
2024-08-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,11052395.7,5526
2024-08-01,GJ,Gujarat,poultry,amox,Amoxicillin,6055968.3,4037
2024-08-01,GJ,Gujarat,poultry,enro,Enrofloxacin,2681324.3,5363
2024-08-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,4840577.6,2420
2024-08-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,3370689.5,2247
2024-08-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1401331.7,2803
2024-08-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,20082355.9,10041
2024-08-01,RJ,Rajasthan,dairy,amox,Amoxicillin,13251455.2,8834
2024-08-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,5084600.0,10169
2024-08-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,14911300.6,7456
2024-08-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7890134.0,5260
2024-08-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,3695981.0,7392
2024-08-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,8802266.8,4401
2024-08-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,4143569.2,2762
2024-08-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1673608.1,3347
2024-08-01,PB,Punjab,dairy,oxy,Oxytetracycline,15843617.7,7922
2024-08-01,PB,Punjab,dairy,amox,Amoxicillin,8300241.7,5533
2024-08-01,PB,Punjab,dairy,enro,Enrofloxacin,3851477.4,7703
2024-08-01,PB,Punjab,poultry,oxy,Oxytetracycline,9217105.4,4609
2024-08-01,PB,Punjab,poultry,amox,Amoxicillin,6688475.6,4459
2024-08-01,PB,Punjab,poultry,enro,Enrofloxacin,2361017.3,4722
2024-08-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,5357467.2,2679
2024-08-01,PB,Punjab,small_ruminants,amox,Amoxicillin,3656795.2,2438
2024-08-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1216350.0,2433
2024-08-01,KA,Karnataka,dairy,oxy,Oxytetracycline,9260753.2,4630
2024-08-01,KA,Karnataka,dairy,amox,Amoxicillin,5909779.0,3940
2024-08-01,KA,Karnataka,dairy,enro,Enrofloxacin,2579201.2,5158
2024-08-01,KA,Karnataka,poultry,oxy,Oxytetracycline,5949315.4,2975
2024-08-01,KA,Karnataka,poultry,amox,Amoxicillin,4541403.1,3028
2024-08-01,KA,Karnataka,poultry,enro,Enrofloxacin,1610900.0,3222
2024-08-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,4258394.8,2129
2024-08-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1758443.4,1172
2024-08-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,849528.3,1699
2024-09-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,15498884.2,7749
2024-09-01,MH,Maharashtra,dairy,amox,Amoxicillin,10338036.7,6892
2024-09-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4592561.2,9185
2024-09-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,13558995.3,6779
2024-09-01,MH,Maharashtra,poultry,amox,Amoxicillin,8134133.4,5423
2024-09-01,MH,Maharashtra,poultry,enro,Enrofloxacin,3266089.0,6532
2024-09-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,7572621.7,3786
2024-09-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,4033737.1,2689
2024-09-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1910199.3,3820
2024-09-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,14402276.2,7201
2024-09-01,GJ,Gujarat,dairy,amox,Amoxicillin,8472633.2,5648
2024-09-01,GJ,Gujarat,dairy,enro,Enrofloxacin,3419303.4,6839
2024-09-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,10299554.7,5150
2024-09-01,GJ,Gujarat,poultry,amox,Amoxicillin,7271533.5,4848
2024-09-01,GJ,Gujarat,poultry,enro,Enrofloxacin,2377848.8,4756
2024-09-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,5212028.7,2606
2024-09-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,3003124.8,2002
2024-09-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1156341.7,2313
2024-09-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,15645974.8,7823
2024-09-01,RJ,Rajasthan,dairy,amox,Amoxicillin,9845347.0,6564
2024-09-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4270401.8,8541
2024-09-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,13676283.3,6838
2024-09-01,RJ,Rajasthan,poultry,amox,Amoxicillin,8043363.2,5362
2024-09-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2941222.8,5882
2024-09-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,7754273.4,3877
2024-09-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,4619796.3,3080
2024-09-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1684794.2,3370
2024-09-01,PB,Punjab,dairy,oxy,Oxytetracycline,11485248.0,5743
2024-09-01,PB,Punjab,dairy,amox,Amoxicillin,7825752.1,5217
2024-09-01,PB,Punjab,dairy,enro,Enrofloxacin,2998139.7,5996
2024-09-01,PB,Punjab,poultry,oxy,Oxytetracycline,7782021.4,3891
2024-09-01,PB,Punjab,poultry,amox,Amoxicillin,5456860.8,3638
2024-09-01,PB,Punjab,poultry,enro,Enrofloxacin,2236477.5,4473
2024-09-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,4451508.2,2226
2024-09-01,PB,Punjab,small_ruminants,amox,Amoxicillin,3009489.5,2006
2024-09-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1001087.7,2002
2024-09-01,KA,Karnataka,dairy,oxy,Oxytetracycline,10179060.8,5090
2024-09-01,KA,Karnataka,dairy,amox,Amoxicillin,6095556.5,4064
2024-09-01,KA,Karnataka,dairy,enro,Enrofloxacin,2093478.5,4187
2024-09-01,KA,Karnataka,poultry,oxy,Oxytetracycline,6891475.7,3446
2024-09-01,KA,Karnataka,poultry,amox,Amoxicillin,3046163.3,2031
2024-09-01,KA,Karnataka,poultry,enro,Enrofloxacin,1406613.1,2813
2024-09-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3469588.0,1735
2024-09-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1926081.6,1284
2024-09-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,916074.4,1832
2024-10-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,19740370.9,9870
2024-10-01,MH,Maharashtra,dairy,amox,Amoxicillin,8753217.3,5835
2024-10-01,MH,Maharashtra,dairy,enro,Enrofloxacin,3594218.3,7188
2024-10-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,12521232.0,6261
2024-10-01,MH,Maharashtra,poultry,amox,Amoxicillin,8563961.6,5709
2024-10-01,MH,Maharashtra,poultry,enro,Enrofloxacin,2559965.2,5120
2024-10-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,6965474.5,3483
2024-10-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,4843880.6,3229
2024-10-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1352631.4,2705
2024-10-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,10376504.2,5188
2024-10-01,GJ,Gujarat,dairy,amox,Amoxicillin,6865412.2,4577
2024-10-01,GJ,Gujarat,dairy,enro,Enrofloxacin,2681900.0,5364
2024-10-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,9567231.8,4784
2024-10-01,GJ,Gujarat,poultry,amox,Amoxicillin,5458876.3,3639
2024-10-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1730084.7,3460
2024-10-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,5169039.3,2585
2024-10-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2790132.1,1860
2024-10-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1317504.8,2635
2024-10-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,14793931.7,7397
2024-10-01,RJ,Rajasthan,dairy,amox,Amoxicillin,8914781.2,5943
2024-10-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,3972235.7,7944
2024-10-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,12630800.2,6315
2024-10-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7395769.9,4931
2024-10-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2329416.3,4659
2024-10-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,6870488.2,3435
2024-10-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3525797.8,2351
2024-10-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1593100.3,3186
2024-10-01,PB,Punjab,dairy,oxy,Oxytetracycline,9276939.6,4638
2024-10-01,PB,Punjab,dairy,amox,Amoxicillin,6803739.8,4536
2024-10-01,PB,Punjab,dairy,enro,Enrofloxacin,2360533.6,4721
2024-10-01,PB,Punjab,poultry,oxy,Oxytetracycline,7010678.2,3505
2024-10-01,PB,Punjab,poultry,amox,Amoxicillin,5187963.4,3459
2024-10-01,PB,Punjab,poultry,enro,Enrofloxacin,1955113.4,3910
2024-10-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,4193570.0,2097
2024-10-01,PB,Punjab,small_ruminants,amox,Amoxicillin,3080564.1,2054
2024-10-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1013813.3,2028
2024-10-01,KA,Karnataka,dairy,oxy,Oxytetracycline,7922931.7,3961
2024-10-01,KA,Karnataka,dairy,amox,Amoxicillin,4880810.5,3254
2024-10-01,KA,Karnataka,dairy,enro,Enrofloxacin,1755806.4,3512
2024-10-01,KA,Karnataka,poultry,oxy,Oxytetracycline,6148310.8,3074
2024-10-01,KA,Karnataka,poultry,amox,Amoxicillin,3345240.5,2230
2024-10-01,KA,Karnataka,poultry,enro,Enrofloxacin,1334353.8,2669
2024-10-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3706541.3,1853
2024-10-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1758906.8,1173
2024-10-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,586592.8,1173
2024-11-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,17778945.4,8889
2024-11-01,MH,Maharashtra,dairy,amox,Amoxicillin,11556283.9,7704
2024-11-01,MH,Maharashtra,dairy,enro,Enrofloxacin,3473860.5,6948
2024-11-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,8889485.1,4445
2024-11-01,MH,Maharashtra,poultry,amox,Amoxicillin,6424396.2,4283
2024-11-01,MH,Maharashtra,poultry,enro,Enrofloxacin,2532212.9,5064
2024-11-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,6178223.4,3089
2024-11-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,3365785.6,2244
2024-11-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1575432.3,3151
2024-11-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,11636737.3,5818
2024-11-01,GJ,Gujarat,dairy,amox,Amoxicillin,5650053.7,3767
2024-11-01,GJ,Gujarat,dairy,enro,Enrofloxacin,2787953.9,5576
2024-11-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,9595017.2,4798
2024-11-01,GJ,Gujarat,poultry,amox,Amoxicillin,4865024.8,3243
2024-11-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1812860.0,3626
2024-11-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,4483019.5,2242
2024-11-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2900219.8,1933
2024-11-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,886251.8,1773
2024-11-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,14942727.7,7471
2024-11-01,RJ,Rajasthan,dairy,amox,Amoxicillin,8500057.5,5667
2024-11-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4124938.8,8250
2024-11-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,10400402.7,5200
2024-11-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7430947.2,4954
2024-11-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2230071.6,4460
